INFO:root:[AutoTrain] ep=0, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.995
INFO:root:[UserChat] ecount=5, question='Where is the painting called 'Lady with an Ermine' located?', action=8, rew=1, eps=0.010, CONFIDENCE=-0.0831, TIME=0.0660s, CPU=(4.00%->100.80%), MEM=(310.54MB->310.55MB), answer='Poland', lenResp=1, Repeated=False 
INFO:root:[UserChat] ecount=6, question='What is the language used in the Czech Republic?', action=10, rew=1, eps=0.010, CONFIDENCE=-0.0793, TIME=0.0580s, CPU=(1.70%->99.20%), MEM=(310.55MB->310.55MB), answer='Czech', lenResp=1, Repeated=False 
INFO:root:[UserChat] ecount=7, question='Warsaw is the capital of which country?', action=5, rew=-1, eps=0.010, CONFIDENCE=0.0000, TIME=0.0000s, CPU=(2.30%->0.00%), MEM=(310.55MB->310.55MB), answer='Prague', lenResp=1, Repeated=False 
INFO:root:[UserChat] ecount=8, question='How many days does February contain in a leap year?', action=7, rew=-1, eps=0.010, CONFIDENCE=0.0594, TIME=0.0820s, CPU=(3.50%->99.70%), MEM=(300.86MB->300.86MB), answer='1 January', lenResp=2, Repeated=False 
INFO:root:[UserChat] ecount=9, question='Which university that teaches computer science is the biggest in Hradec Kralove?', action=2, rew=1, eps=0.010, CONFIDENCE=-0.0941, TIME=0.0690s, CPU=(2.10%->75.60%), MEM=(300.86MB->300.86MB), answer='UHK (University of Hradec Kralove)', lenResp=5, Repeated=False 
INFO:root:[UserChat] ecount=10, question='On which date do people celebrate New Year’s Day?', action=7, rew=1, eps=0.010, CONFIDENCE=-0.0912, TIME=0.0631s, CPU=(1.70%->75.60%), MEM=(300.88MB->300.89MB), answer='1 January', lenResp=2, Repeated=False 
INFO:root:[UserChat] ecount=11, question='Who is the author of painting 'Lady with an Ermine'?', action=1, rew=1, eps=0.010, CONFIDENCE=-0.0985, TIME=0.0579s, CPU=(3.00%->100.80%), MEM=(300.89MB->300.89MB), answer='Leonardo da Vinci', lenResp=3, Repeated=False 
INFO:root:[UserChat] ecount=12, question='In which country can you find the painting 'Lady with an Ermine'?', action=8, rew=1, eps=0.010, CONFIDENCE=-0.0928, TIME=0.0590s, CPU=(3.00%->75.60%), MEM=(300.97MB->300.97MB), answer='Poland', lenResp=1, Repeated=False 
INFO:root:[UserChat] ecount=13, question='Which language is spoken in the Czech Republic ?', action=10, rew=1, eps=0.010, CONFIDENCE=-0.0896, TIME=0.0680s, CPU=(2.60%->120.20%), MEM=(300.97MB->300.97MB), answer='Czech', lenResp=1, Repeated=False 
INFO:root:[UserChat] ecount=14, question='What is the next winning lottery number?', action=11, rew=1, eps=0.010, CONFIDENCE=-0.0923, TIME=0.0628s, CPU=(1.90%->99.20%), MEM=(300.97MB->300.97MB), answer='This question is totally far beyond my knowledge', lenResp=8, Repeated=False 
INFO:root:[UserChat] ecount=15, question='What is my favorite color?', action=11, rew=1, eps=0.010, CONFIDENCE=-0.1011, TIME=0.0680s, CPU=(2.40%->99.20%), MEM=(301.01MB->301.02MB), answer='This question is totally far beyond my knowledge', lenResp=8, Repeated=False 
INFO:root:[UserChat] ecount=16, question='How many planets will be discovered in the future?', action=11, rew=1, eps=0.010, CONFIDENCE=-0.0986, TIME=0.0790s, CPU=(2.60%->100.20%), MEM=(301.09MB->301.09MB), answer='This question is totally far beyond my knowledge', lenResp=8, Repeated=False 
INFO:root:[UserChat] ecount=17, question='What will the stock market do next week?', action=11, rew=1, eps=0.010, CONFIDENCE=-0.1007, TIME=0.0720s, CPU=(4.10%->80.10%), MEM=(301.09MB->301.09MB), answer='This question is totally far beyond my knowledge', lenResp=8, Repeated=False 
INFO:root:[UserChat] ecount=18, question='Where will I be in 10 years?', action=11, rew=1, eps=0.010, CONFIDENCE=-0.0926, TIME=0.0680s, CPU=(2.30%->100.20%), MEM=(301.20MB->301.20MB), answer='This question is totally far beyond my knowledge', lenResp=8, Repeated=False 
INFO:root:[UserChat] ecount=19, question='Can you tell me what I had for breakfast today?', action=0, rew=-1, eps=0.010, CONFIDENCE=0.0000, TIME=0.0010s, CPU=(3.70%->0.00%), MEM=(301.20MB->301.20MB), answer='Warsaw', lenResp=1, Repeated=False 
INFO:root:[UserChat] ecount=20, question='Who will be the next president of Poland?', action=11, rew=1, eps=0.010, CONFIDENCE=0.0027, TIME=0.0560s, CPU=(2.50%->100.80%), MEM=(301.20MB->301.20MB), answer='This question is totally far beyond my knowledge', lenResp=8, Repeated=False 
INFO:root:[UserChat] ecount=21, question='Give me an example of a secure password.', action=11, rew=1, eps=0.010, CONFIDENCE=0.0684, TIME=0.0610s, CPU=(1.30%->99.20%), MEM=(301.21MB->301.21MB), answer='This question is totally far beyond my knowledge', lenResp=8, Repeated=False 
WARNING:root:[WARNING] Possibly fallback or unknown answer for input='What is the next number in the sequence: 2, 4, 8, 16...?'
INFO:root:[UserChat] ecount=22, question='What is the next number in the sequence: 2, 4, 8, 16...?', action=4, rew=1, eps=0.010, CONFIDENCE=-0.0143, TIME=0.0939s, CPU=(1.80%->67.20%), MEM=(301.21MB->301.21MB), answer='I don't know', lenResp=3, Repeated=False 
WARNING:root:[WARNING] Possibly fallback or unknown answer for input='What is the difference between a city and a country?'
INFO:root:[UserChat] ecount=23, question='What is the difference between a city and a country?', action=4, rew=1, eps=0.010, CONFIDENCE=-0.0895, TIME=0.0650s, CPU=(0.50%->100.80%), MEM=(301.21MB->301.21MB), answer='I don't know', lenResp=3, Repeated=False 
WARNING:root:[WARNING] Possibly fallback or unknown answer for input='How does a leap year work?'
INFO:root:[UserChat] ecount=24, question='How does a leap year work?', action=4, rew=1, eps=0.010, CONFIDENCE=-0.0916, TIME=0.0590s, CPU=(1.30%->74.40%), MEM=(301.23MB->301.23MB), answer='I don't know', lenResp=3, Repeated=False 
INFO:root:[UserChat] ecount=25, question='Explain the concept of gravity in simple terms.', action=3, rew=-1, eps=0.010, CONFIDENCE=0.0704, TIME=0.0700s, CPU=(2.10%->100.80%), MEM=(301.23MB->301.31MB), answer='29 days in a leap year', lenResp=6, Repeated=False 
WARNING:root:[WARNING] Possibly fallback or unknown answer for input='What are the main colors of the Polish flag?'
INFO:root:[UserChat] ecount=26, question='What are the main colors of the Polish flag?', action=4, rew=-1, eps=0.010, CONFIDENCE=-0.1446, TIME=0.0999s, CPU=(2.70%->99.40%), MEM=(301.39MB->301.39MB), answer='I don't know', lenResp=3, Repeated=False 
WARNING:root:[WARNING] Possibly fallback or unknown answer for input='What happens when you mix blue and yellow paint?'
INFO:root:[UserChat] ecount=27, question='What happens when you mix blue and yellow paint?', action=4, rew=-1, eps=0.010, CONFIDENCE=-0.1116, TIME=0.0790s, CPU=(4.10%->79.10%), MEM=(301.39MB->301.39MB), answer='I don't know', lenResp=3, Repeated=False 
DEBUG:h5py._conv:Creating converter from 5 to 3
DEBUG:h5py._conv:Creating converter from 3 to 5
INFO:root:[AutoTrain] ep=0, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=2, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=1, question='How many days does February contain in a leap year?', correct=3, chosen=11, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=2, question='What is capital of Germany?', correct=6, chosen=6, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=3, question='Tell me about UHK', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=4, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=5, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=6, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=7, question='What will the stock market do next week?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=8, question='Language spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=9, question='Where will I be in 10 years?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=10, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=11, question='What is the capital of Czech Republic?', correct=5, chosen=4, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=12, question='What is my favorite color?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=13, question='Which language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=14, question='What is Poland's capital?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=15, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=16, question='New Year's Day date?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=17, question='What is the difference between a city and a country?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=18, question='Lady with Ermine location?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=19, question='Explain the concept of gravity in simple terms.', correct=4, chosen=3, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=20, question='What day is New Year?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=21, question='How many days does February contain in a leap year?', correct=3, chosen=11, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=22, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=23, question='Warsaw is capital of what country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=24, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=25, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=26, question='Who painted the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=27, question='Capital of Poland is? ', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=28, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=29, question='What is the difference between a city and a country?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=30, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=31, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=32, question='What is my favorite color?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=33, question='Which language do Czechs speak?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=34, question='What is the language used in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=35, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=36, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=37, question='Which language is spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=38, question='Give me an example of a secure password.', correct=4, chosen=1, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=39, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=40, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=4, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=41, question='Capital of Poland is? ', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=42, question='Name Poland' s capital city', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=43, question='Lady with Ermine location?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=44, question='What is the capital of Germany?', correct=6, chosen=6, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=45, question='What is the name of university in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=46, question='Name Poland' s capital city', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=47, question='Who is the painter of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=48, question='Berlin is capital of which country?', correct=12, chosen=4, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=49, question='When is New Year's Day celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=50, question='Berlin is capital of which country?', correct=12, chosen=4, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=51, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=52, question='Which language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=53, question='Who is the painter of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=54, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=55, question='Language spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=56, question='What is capital of Germany?', correct=6, chosen=6, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=57, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=58, question='What is the next winning lottery number?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=59, question='When is January 1 celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=60, question='Can you tell me what I had for breakfast today?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=61, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=62, question='Name Poland' s capital city', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=63, question='Warsaw is capital of what country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=64, question='Who painted the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=65, question='Who painted the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=66, question='Which language is spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=67, question='What is the capital of Germany?', correct=6, chosen=6, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=68, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=69, question='Who will be the next president of Poland?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=70, question='Name Poland' s capital city', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=71, question='What is the capital of Germany?', correct=6, chosen=6, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=72, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=73, question='Who is the painter of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=74, question='How many days does February contain in a leap year?', correct=3, chosen=7, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=75, question='What is the capital of the Czech Republic?', correct=5, chosen=6, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=76, question='Lady with Ermine location?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=77, question='What will the stock market do next week?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=78, question='Explain the concept of gravity in simple terms.', correct=4, chosen=8, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=79, question='Which language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=80, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
